4261.48
4333.32
4436.06
4352.33
4307.56
4285.08
4292.39
4285
4320.52
4234.54
4135
4108.37
4138.5
4033.47
3945.12
4036.19
4088.71
4120.98
4094.62
4155.87
4106.53
